Node_Name	Adipose_Tissue_Control.merged.rma6	AT_Mock_1_1000000.merged.rma6	AT_Mock_1_100000.merged.rma6	AT_Mock_1_10000.merged.rma6	AT_Mock_1_1000.merged.rma6	AT_Mock_1_100.merged.rma6	AT_Mock_1_50_1.merged.rma6	AT_Mock_1_50_2.merged.rma6	AT_Mock_1_50_3.merged.rma6	AT_Mock_1_50_4.merged.rma6	AT_Mock_1_50.merged.rma6	Hepatology_High_1.merged.rma6	Hepatology_High_2.merged.rma6	Hepatology_Low_1.merged.rma6	Hepatology_Low_2.merged.rma6	patient_1_AT.merged.rma6	patient_1_blood.merged.rma6	patient_1_stool.merged.rma6	patient_2_AT.merged.rma6	patient_2_blood.merged.rma6	patient_2_stool.merged.rma6
bacterium_E1-133	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_E1-135	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_E1-137	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_E1-141	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_E1-144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_E1-151	0	0	0	0	2	2	2	0	3	1	3	0	0	0	0	0	0	0	0	0	0
bacterium_E1-152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_E1-160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_E1-161	0	0	1	1	2	1	3	0	7	3	4	0	1	0	0	0	0	0	0	0	0
bacterium_E1-26	0	0	0	0	1	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0
bacterium_E1-3	0	0	0	0	5	3	3	0	9	7	6	0	0	0	0	0	0	0	0	0	0
bacterium_E1-51	0	0	0	1	1	2	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0
bacterium_E1-81	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_E1-95	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
bacterium_E2-102	0	0	0	1	0	2	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0
bacterium_E2-113	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_E2-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_E2-135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_E2-20	0	0	0	0	1	5	2	0	12	1	9	0	0	0	0	0	0	1	0	0	0
bacterium_E2-29	0	0	0	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
bacterium_E2-30	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
bacterium_E2-67	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_E2-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
bacterium_E3-41	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_E3-9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
bacterium_E429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_EA10-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
bacterium_EBAD49	0	0	0	1	11	7	5	0	12	12	8	0	0	0	0	0	0	0	0	0	0
bacterium_EFC301	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
bacterium_EM-2014-141	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_EM-2014-27	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_EM-2014-83	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_EM-2014-97	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_ET1(2016)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_ET2(2016)	0	0	0	0	1	0	1	0	2	0	1	0	4	0	0	0	0	0	0	0	0
bacterium_Ellin307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_Ellin340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_Ellin5080	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0
bacterium_Ellin5210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_Ellin6059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_Ellin6502	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	10
bacterium_F7-10	0	0	0	0	0	3	2	0	1	2	4	0	0	0	0	0	0	0	0	0	0
bacterium_F7-13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_F7-15	0	0	0	1	7	15	3	0	9	13	13	0	1	0	0	0	0	0	0	0	0
bacterium_FC4001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
bacterium_FCS006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
bacterium_FF0716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_FK1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bacterium_FUA_3180	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
bacterium_G13	0	0	0	2	4	5	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0
bacterium_G25-1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
bacterium_GC8(2011)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_GIST-MS20	0	0	0	0	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
bacterium_GIST-YKR71	0	0	1	1	0	1	0	0	3	6	3	0	0	0	0	0	0	0	0	0	2
bacterium_GSM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
bacterium_GYPB31	0	0	0	0	0	4	8	0	3	1	2	0	0	0	0	0	0	0	0	0	1
bacterium_G_02	0	0	0	0	0	2	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0
bacterium_G_05	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
bacterium_G_10	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
bacterium_G_22	0	0	0	3	2	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2
bacterium_G_23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
bacterium_H21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
bacterium_H2SBIOF-1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_H3	0	0	0	0	1	9	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0
bacterium_HAB1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_HAB14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_HAB15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
bacterium_HAB28	0	0	1	1	6	1	3	0	8	7	2	0	0	0	3	0	4	0	0	0	0
bacterium_HES1R9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_HKG213	0	0	0	1	9	11	18	0	12	2	17	0	0	0	0	0	0	0	0	0	0
bacterium_I1-20-2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_ID4404	0	0	0	0	22	15	14	0	20	13	20	0	0	0	0	0	0	0	0	0	0
bacterium_INBio_4510E	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_IS6	0	0	0	0	11	9	4	0	6	3	6	0	0	0	0	0	0	0	0	0	0
bacterium_Irt-JG1-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
bacterium_J004	0	0	0	6	185	16	10	0	15	15	11	0	0	0	0	0	0	0	0	3	1
bacterium_J2A	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_JA11	0	2	2	0	5	3	1	0	6	11	7	0	0	0	0	0	0	0	1	0	0
bacterium_JB14	0	0	0	0	5	4	0	0	6	4	13	1	0	0	0	0	0	0	0	0	0
bacterium_JB16	0	0	0	3	0	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_JB17	0	0	0	1	0	2	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0
bacterium_JB2	0	0	1	1	3	4	2	0	10	5	4	0	0	0	0	0	2	0	0	2	0
bacterium_JB4	0	0	0	0	1	5	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0
bacterium_JCSHGTKB01-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_JCSHGTNA01-8	0	0	1	1	1	2	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0
bacterium_JCSHGTNB01-19	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
bacterium_JCSHGTNB02-9	0	0	0	0	0	2	0	0	4	3	5	0	0	0	0	0	0	0	0	0	0
bacterium_JCSHGTR2A02-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_JCSHGTR2A02-32	0	0	0	1	0	5	0	0	2	4	15	0	0	0	0	0	0	0	0	0	6
bacterium_JDSHGTYG03-25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_JNCZJb_L1	0	0	0	0	2	1	1	0	7	5	4	0	0	0	0	0	0	0	0	0	0
bacterium_JNCZJb_L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
bacterium_JNXLZ_F2	0	0	0	0	0	4	2	0	9	4	3	0	0	0	0	0	0	0	0	2	0
bacterium_JNXLZ_L3	0	0	0	0	5	5	11	0	6	12	4	0	0	0	0	0	0	0	0	0	0
bacterium_JP10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_JP15(2012)	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_JP38	0	0	0	1	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
bacterium_JP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
bacterium_JP50	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_JP51	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2
bacterium_JP73	0	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0
bacterium_JP80	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
bacterium_K10	0	0	0	2	10	12	7	0	6	7	12	0	0	0	1	0	0	0	1	0	1
bacterium_K14(2011)	0	0	0	0	4	0	1	0	5	2	5	0	0	0	0	0	0	0	0	0	0
bacterium_K17(2011)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_K2-10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
bacterium_K2-69	0	0	0	0	1	2	4	0	5	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_K2-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_K2-75	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_K21A	0	0	0	1	2	2	1	0	3	7	2	0	0	0	0	0	0	0	0	0	0
bacterium_K29	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_K3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_K32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
bacterium_K41	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0
bacterium_K43	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
bacterium_K5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_K51	0	0	0	2	5	26	3	0	2	7	3	1	0	1	0	0	0	0	0	0	0
bacterium_KA1	0	0	0	0	1	3	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0
bacterium_KA13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
bacterium_KA28	0	0	0	1	1	0	1	0	8	11	8	0	0	0	0	0	0	0	0	0	1
bacterium_KA40	0	0	0	5	4	7	2	0	10	9	12	0	0	0	0	0	0	0	0	0	0
bacterium_KA64	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0
bacterium_KBS-103	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_KM369(2012)	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0
bacterium_KM371(2012)	0	0	1	0	0	2	2	0	4	1	1	0	0	0	0	0	0	0	0	0	1
bacterium_KM374(2012)	0	0	1	1	7	6	4	0	5	4	2	0	2	0	0	0	0	0	0	0	1
bacterium_KR_1979/121_149	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_KR_1979/121_176	0	0	0	8	7	7	10	0	32	31	11	0	0	0	0	0	0	0	0	0	0
bacterium_KR_1979/21_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_KR_1999/1_100	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
bacterium_KR_1999/1_67	0	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
bacterium_KR_2001/7_89	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_L-13	0	0	0	1	6	7	3	0	10	10	8	0	0	0	0	0	0	0	0	0	0
bacterium_L-21	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
bacterium_L1(2011)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_L188S.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_L188S.177	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_L188S.179	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
bacterium_L188S.70	0	0	0	0	1	3	33	0	13	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_L188S.84	0	0	0	1	5	5	2	0	4	2	5	0	0	0	0	0	0	0	0	0	0
bacterium_L188S.95	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_L194WBS.183	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
bacterium_L194WBS.90	0	0	0	0	6	2	1	0	6	9	1	0	0	1	0	0	0	0	0	0	0
bacterium_L200B.158	0	0	0	0	5	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
bacterium_L200B.160	0	0	0	2	4	9	6	0	4	8	6	0	0	0	1	0	1	0	0	5	0
bacterium_L200B.191	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_L200B.323	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
bacterium_L200B.634	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
bacterium_L5	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_L7-3	0	0	0	0	1	1	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0
bacterium_LF31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_M-10	0	0	2	15	35	70	40	0	52	55	68	0	0	0	0	0	0	0	0	0	4
bacterium_M12(2011)	0	0	0	1	1	4	7	0	9	5	3	0	0	0	0	0	6	0	0	7	0
bacterium_M15(2011)	0	0	0	7	3	2	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0
bacterium_M3(2015b)	0	0	0	3	0	6	11	0	5	9	18	0	0	0	0	0	0	0	0	0	0
bacterium_M3-16	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
bacterium_M3A	0	0	1	3	13	9	9	0	11	18	16	0	0	0	0	0	0	1	0	0	1
bacterium_M6-36	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
bacterium_MB2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_MC-BAC-8	0	0	0	4	9	7	1	0	8	7	16	0	0	0	0	0	0	0	0	0	0
bacterium_MC2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
bacterium_MCF10(2011)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
bacterium_MCF15(2011)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_MCF24(2011)	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1
bacterium_MCF26(2011)	0	0	0	0	0	2	3	0	1	0	0	0	0	1	0	0	3	0	0	3	0
bacterium_MCF34(2011)	0	0	0	0	4	2	0	0	5	4	6	0	0	0	0	0	0	0	0	0	5
bacterium_MCF37(2011)	0	0	18	4	6	9	37	0	29	6	10	0	0	0	0	0	0	0	0	0	1
bacterium_MJ07	0	0	0	3	1	6	1	0	7	4	2	0	0	0	0	0	0	0	0	0	2
bacterium_MJ15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_MJ18	0	0	0	4	13	16	35	0	18	22	28	0	0	0	0	0	0	0	0	0	0
bacterium_MK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_ML2-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_MML2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_MML2016	0	0	1	1	4	2	3	0	5	3	1	0	0	0	0	0	0	0	0	0	0
bacterium_MPB_LP_d	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_MR5	0	0	0	0	0	3	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0
bacterium_MS-AsIII-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_MSF_40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_N-11	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_N11_011-8	0	0	0	0	1	2	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0
bacterium_N155G.628	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_N155G.96	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
bacterium_N159G.614	0	0	1	1	4	3	1	0	5	2	2	0	0	0	0	0	0	1	0	0	6
bacterium_N159G.615	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_N159G.620	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_N159G.621	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium_N3a	0	0	0	0	0	6	1	0	6	0	2	0	0	0	0	0	0	0	0	0	1
bacterium_N47	0	0	0	0	3	1	3	0	2	1	2	0	0	0	0	0	0	0	0	0	0
bacterium_NB2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
bacterium_NE3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5
bacterium_NLAE-zl-411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
bacterium_NLAE-zl-476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	12
bacterium_NLAE-zl-C101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10
bacterium_NLAE-zl-C105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
bacterium_NLAE-zl-C107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
bacterium_NLAE-zl-C109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
bacterium_NLAE-zl-C12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3
bacterium_NLAE-zl-C120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
bacterium_NLAE-zl-C132	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9
bacterium_NLAE-zl-C143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7
bacterium_NLAE-zl-C145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10
bacterium_NLAE-zl-C164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C171	0	0	0	1	4	7	6	0	10	9	14	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C173	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1
bacterium_NLAE-zl-C174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3
bacterium_NLAE-zl-C176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	10
bacterium_NLAE-zl-C179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
bacterium_NLAE-zl-C18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	7
bacterium_NLAE-zl-C180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	17
bacterium_NLAE-zl-C184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10
bacterium_NLAE-zl-C186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5
bacterium_NLAE-zl-C19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8
bacterium_NLAE-zl-C196	0	0	0	1	1	0	1	0	3	0	1	0	0	0	0	1	0	4	0	0	6
bacterium_NLAE-zl-C197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
bacterium_NLAE-zl-C198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6
bacterium_NLAE-zl-C20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
bacterium_NLAE-zl-C201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
bacterium_NLAE-zl-C203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
bacterium_NLAE-zl-C205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
bacterium_NLAE-zl-C208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
bacterium_NLAE-zl-C216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
bacterium_NLAE-zl-C218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_NLAE-zl-C221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	27
bacterium_NLAE-zl-C222	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
bacterium_NLAE-zl-C227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
bacterium_NLAE-zl-C228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
bacterium_NLAE-zl-C230	0	0	2	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
bacterium_NLAE-zl-C232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
bacterium_NLAE-zl-C234	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacterium_NLAE-zl-C235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bacterium_NLAE-zl-C236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
bacterium_NLAE-zl-C245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
bacterium_NLAE-zl-C247	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
bacterium_NLAE-zl-C248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
bacterium_NLAE-zl-C249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
bacterium_NLAE-zl-C250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bacterium_NLAE-zl-C252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4
bacterium_NLAE-zl-C254	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
bacterium_NLAE-zl-C259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
